87	12	15	4	12	五号教学楼	C	5	1
88	12	15	2	34	五号教学楼	C	5	1
89	1	17	2	12	一号教学楼	F	2	2
90	1	8	4	78	一号教学楼	F	2	1
91	1	8	1	56	一号教学楼	E	1	2
92	1	12	2	56	一号教学楼	F	4	1
93	1	12	4	34	一号教学楼	F	4	1
94	1	12	3	78	一号教学楼	DE	1	0
95	1	12	1	34	一号教学楼	DE	1	0
96	1	16	3	34	五号教学楼	C	5	2
97	1	12	4	34	一号教学楼	E	1	6
98	1	12	1	56	一号教学楼	E	1	7
99	1	12	4	78	一号教学楼	E	1	6
100	1	12	2	34	一号教学楼	E	1	6
101	1	16	5	12	一号教学楼	E	1	8
102	1	18	5	34	一号教学楼	D	3	3
103	1	18	1	56	一号教学楼	D	4	1
104	1	12	3	34	一号教学楼	C	4	5
105	1	12	1	34	一号教学楼	E	4	6
106	1	12	4	56	一号教学楼	E	4	4
107	3	18	3	12	一号教学楼	D	2	1
108	9	18	4	78	一号教学楼	C	5	4
109	3	18	3	12	一号教学楼	D	2	1
110	9	18	4	78	一号教学楼	C	5	4
111	1	16	1	56	一号教学楼	D	4	3
112	9	16	5	34	五号教学楼	C	3	7
113	9	16	2	56	五号教学楼	C	3	7
114	9	16	4	56	一号教学楼	E	2	5
115	9	16	2	12	一号教学楼	E	2	5
116	1	8	2	56	五号教学楼	C	3	7
117	1	8	5	34	五号教学楼	C	3	7
118	1	8	4	56	一号教学楼	E	2	5
119	1	8	2	12	一号教学楼	E	2	5
120	1	12	1	34	一号教学楼	E	1	7
121	1	12	3	78	一号教学楼	E	1	7
122	1	12	3	78	一号教学楼	C	3	2
123	1	12	2	34	一号教学楼	D	4	5
124	1	12	5	12	一号教学楼	D	4	5
125	1	12	4	56	一号教学楼	E	3	7
126	1	12	1	12	一号教学楼	E	3	7
127	1	18	5	34	一号教学楼	E	3	4
128	6	15	3	910	一号教学楼	DE	2	0
129	1	17	3	12	五号教学楼	C	3	6
130	1	16	5	34	一号教学楼	D	2	2
131	1	17	3	12	五号教学楼	C	3	6
132	1	16	5	34	一号教学楼	D	2	2
133	1	16	2	78	五号教学楼	C	4	23
134	1	16	4	78	一号教学楼	D	2	7
135	9	16	4	56	一号教学楼	E	4	5
136	9	16	1	34	一号教学楼	E	4	5
137	13	18	1	34	一号教学楼	D	4	3
138	13	18	4	78	一号教学楼	D	4	3
139	13	18	2	34	五号教学楼	C	3	7
140	13	18	5	12	五号教学楼	C	3	7
141	13	18	4	34	五号教学楼	C	5	15
142	13	18	2	12	五号教学楼	C	5	15
143	9	16	4	12	五号教学楼	C	5	15
144	9	16	2	34	五号教学楼	C	5	15
145	9	16	2	56	五号教学楼	C	3	7
146	9	16	5	34	五号教学楼	C	3	7
147	9	16	4	56	一号教学楼	E	2	5
148	9	16	2	12	一号教学楼	E	2	5
149	1	8	2	56	五号教学楼	C	3	7
150	1	8	5	34	五号教学楼	C	3	7
151	1	8	4	56	一号教学楼	E	2	5
152	1	8	2	12	一号教学楼	E	2	5
153	1	8	2	34	一号教学楼	C	3	2
154	1	8	4	12	一号教学楼	C	3	2
155	1	8	2	12	五号教学楼	C	3	7
156	1	8	4	34	五号教学楼	C	3	7
157	1	8	2	56	五号教学楼	C	5	15
158	1	8	5	12	五号教学楼	C	5	15
159	1	16	2	78	五号教学楼	C	5	8
160	9	18	5	12	五号教学楼	C	5	8
161	9	18	3	34	五号教学楼	C	5	8
162	9	19	2	34	一号教学楼	D	2	6
163	9	19	4	12	一号教学楼	D	2	6
164	1	16	2	78	五号教学楼	C	5	8
165	3	18	5	12	一号教学楼	F	4	6
166	3	18	2	34	一号教学楼	F	2	3
167	3	18	3	12	一号教学楼	F	4	6
168	3	18	1	12	一号教学楼	F	4	5
169	6	8	5	78	一号教学楼	B	1	3
170	1	2	5	78	一号教学楼	D	3	1
171	3	4	5	78	一号教学楼	D	4	1
172	1	18	4	56	一号教学楼	F	4	3
173	1	18	1	34	一号教学楼	F	4	3
174	1	16	2	34	一号教学楼	C	4	1
175	1	16	4	12	一号教学楼	D	3	6
176	4	19	3	12	一号教学楼	DE	2	0
177	1	16	4	34	一号教学楼	D	3	2
178	1	16	2	78	一号教学楼	D	3	2
179	1	13	4	12	四号教学楼	B	5	3
180	1	13	2	12	四号教学楼	B	6	2
181	11	18	1	56	五号教学楼	C	3	21
182	11	18	4	78	五号教学楼	C	3	21
183	1	12	2	56	一号教学楼	B	1	4
184	1	12	4	12	一号教学楼	B	1	4
185	1	10	2	56	一号教学楼	D	4	1
186	1	10	5	12	一号教学楼	D	4	1
187	1	18	5	34	一号教学楼	DE	1	0
188	1	18	2	34	一号教学楼	BC	3	0
189	6	9	5	56	一号教学楼	D	3	6
190	6	9	5	78	一号教学楼	E	2	2
191	5	8	5	78	一号教学楼	C	3	2
192	9	12	5	78	一号教学楼	C	3	2
193	10	13	5	78	一号教学楼	E	2	2
194	10	13	5	56	一号教学楼	E	2	7
195	3	10	5	34	三号教学楼	NULL	1	2
196	3	10	3	56	三号教学楼	NULL	1	2
197	3	10	3	78	三号教学楼	NULL	1	2
198	5	8	5	56	一号教学楼	D	3	4
199	1	4	5	56	一号教学楼	D	3	4
200	6	8	5	78	一号教学楼	D	2	6
201	6	8	5	56	一号教学楼	D	2	6
202	5	8	5	56	一号教学楼	E	3	1
203	5	8	5	78	一号教学楼	E	3	1
204	9	12	5	56	一号教学楼	E	3	1
205	5	8	5	56	一号教学楼	D	2	3
206	9	11	5	56	一号教学楼	D	2	2
207	3	4	5	78	一号教学楼	BC	1	0
208	1	4	5	56	一号教学楼	B	1	3
209	6	9	5	78	一号教学楼	E	2	6
210	6	9	5	56	一号教学楼	E	2	6
211	5	8	3	78	一号教学楼	E	3	10
212	9	12	5	78	一号教学楼	C	3	1
213	5	8	5	56	一号教学楼	E	3	10
214	10	13	5	56	一号教学楼	E	2	6
215	10	13	5	78	一号教学楼	E	2	6
216	1	13	3	34	四号教学楼	B	6	6
217	1	13	2	78	四号教学楼	B	5	3
218	1	16	2	34	五号教学楼	C	5	9
219	1	16	4	56	五号教学楼	C	5	9
220	1	17	1	78	一号教学楼	B	5	1
221	6	15	2	910	一号教学楼	C	3	6
222	6	13	3	910	一号教学楼	BC	2	0
223	7	12	1	56	五号教学楼	C	3	23
224	7	12	4	78	五号教学楼	C	3	23
225	1	8	3	78	一号教学楼	D	4	2
226	1	8	3	12	五号教学楼	C	5	5
227	1	12	2	12	一号教学楼	D	3	6
228	1	12	4	56	一号教学楼	D	3	6
229	1	8	2	34	一号教学楼	D	2	1
230	1	8	4	34	一号教学楼	D	2	1
231	3	18	3	12	一号教学楼	C	3	8
232	9	19	1	78	四号教学楼	B	6	2
233	9	19	2	12	四号教学楼	B	6	1
234	9	19	4	56	四号教学楼	B	6	1
235	2	9	4	56	五号教学楼	C	4	25
236	2	9	1	78	五号教学楼	C	4	25
237	6	15	3	910	一号教学楼	DE	2	0
238	1	16	1	56	一号教学楼	D	2	2
239	1	16	3	34	一号教学楼	D	2	2
240	1	18	3	12	一号教学楼	C	3	3
241	1	18	1	56	一号教学楼	C	4	4
242	1	16	5	12	五号教学楼	C	5	7
243	1	8	2	12	四号教学楼	B	6	1
244	1	8	4	56	四号教学楼	B	6	1
245	10	16	4	34	一号教学楼	C	3	3
246	10	16	2	12	一号教学楼	C	3	3
247	1	14	4	56	一号教学楼	DE	1	0
248	1	14	1	12	一号教学楼	DE	2	0
249	1	10	5	34	一号教学楼	E	4	2
250	1	10	2	12	一号教学楼	E	2	4
251	1	14	4	56	一号教学楼	DE	1	0
252	1	14	1	12	一号教学楼	DE	2	0
253	1	17	3	12	五号教学楼	C	5	1
254	1	17	5	34	五号教学楼	C	5	1
255	1	16	1	12	一号教学楼	C	4	1
256	1	16	5	12	四号教学楼	B	5	2
257	1	17	1	34	五号教学楼	C	5	1
258	1	8	1	78	一号教学楼	C	3	2
259	1	8	1	56	五号教学楼	C	5	14
260	4	9	2	12	一号教学楼	C	3	3
261	4	9	4	34	一号教学楼	C	3	3
262	1	12	3	56	五号教学楼	C	5	7
263	1	12	5	78	五号教学楼	C	5	7
264	1	16	4	56	一号教学楼	D	2	4
265	1	16	2	78	一号教学楼	D	2	4
266	1	8	2	34	一号教学楼	C	3	6
267	1	8	4	78	一号教学楼	C	4	6
268	1	12	5	12	一号教学楼	D	3	5
269	1	12	3	56	一号教学楼	D	2	5
270	1	12	4	78	四号教学楼	B	5	1
271	1	12	1	12	四号教学楼	B	5	1
272	1	12	4	34	五号教学楼	C	5	1
273	1	12	2	12	五号教学楼	C	5	1
274	14	16	3	34	一号教学楼	C	3	2
275	14	16	1	56	一号教学楼	C	3	2
276	4	19	4	34	一号教学楼	D	3	4
277	4	19	2	12	一号教学楼	D	3	4
278	1	12	1	12	五号教学楼	C	5	1
279	1	12	4	56	五号教学楼	C	5	1
280	13	16	5	12	一号教学楼	D	4	2
281	13	16	2	78	一号教学楼	D	4	2
282	13	16	2	34	五号教学楼	C	5	14
283	13	16	5	34	五号教学楼	C	5	14
284	12	15	4	12	五号教学楼	C	5	1
285	12	15	2	34	五号教学楼	C	5	1
286	1	8	4	56	一号教学楼	E	3	10
287	1	16	5	12	五号教学楼	C	3	24
288	7	16	2	78	五号教学楼	C	3	8
289	7	16	4	34	五号教学楼	C	3	8
290	1	8	2	34	一号教学楼	E	3	3
291	1	8	4	78	一号教学楼	E	3	3
292	1	18	3	12	一号教学楼	F	3	6
293	1	18	2	56	一号教学楼	F	3	4
294	1	14	4	12	五号教学楼	C	5	14
295	1	14	2	34	五号教学楼	C	5	14
296	1	14	2	34	五号教学楼	C	5	14
297	1	14	4	12	五号教学楼	C	5	14
298	1	4	2	34	一号教学楼	C	3	5
299	1	4	4	12	一号教学楼	C	3	5
300	1	15	4	56	一号教学楼	C	3	2
301	1	15	1	12	一号教学楼	C	3	2
302	1	16	3	78	一号教学楼	D	5	3
303	1	16	1	56	四号教学楼	B	6	3
304	1	17	2	78	五号教学楼	C	5	1
305	4	19	5	12	一号教学楼	D	4	4
306	4	19	3	34	一号教学楼	D	4	4
307	4	19	3	12	一号教学楼	DE	2	0
308	10	16	2	12	一号教学楼	C	3	3
309	10	16	4	34	一号教学楼	C	3	3
310	1	16	2	78	一号教学楼	D	3	4
311	1	16	4	56	四号教学楼	B	5	1
312	1	17	3	78	五号教学楼	C	5	1
313	1	10	3	34	一号教学楼	C	3	2
314	1	10	1	56	一号教学楼	C	3	2
315	4	19	1	34	一号教学楼	DE	2	0
316	6	13	4	910	一号教学楼	C	3	8
317	13	16	4	56	一号教学楼	B	1	6
318	13	16	1	12	一号教学楼	B	1	6
319	13	16	5	34	一号教学楼	D	3	1
320	13	16	3	56	一号教学楼	D	3	1
321	1	18	3	910	一号教学楼	D	4	2
322	1	18	1	34	一号教学楼	C	4	2
323	1	16	1	78	一号教学楼	F	1	2
324	7	16	5	12	一号教学楼	D	2	4
325	7	16	2	56	一号教学楼	D	2	4
326	7	16	2	34	一号教学楼	C	3	5
327	7	16	4	12	一号教学楼	C	3	5
328	3	19	4	12	五号教学楼	C	5	1
329	3	19	2	34	五号教学楼	C	5	1
330	1	18	5	34	一号教学楼	F	2	8
331	1	18	1	56	一号教学楼	A	2	7
332	1	17	4	34	一号教学楼	B	1	3
333	1	17	2	12	一号教学楼	B	1	3
334	1	17	2	34	一号教学楼	E	2	3
335	1	17	4	78	一号教学楼	E	2	3
336	1	16	5	34	一号教学楼	D	3	3
337	1	13	1	34	一号教学楼	E	3	10
338	1	13	4	56	一号教学楼	E	4	4
339	1	16	2	56	一号教学楼	C	4	4
340	9	16	1	34	五号教学楼	C	3	15
341	9	16	3	34	五号教学楼	C	4	19
342	9	16	3	56	五号教学楼	C	3	4
343	9	16	1	12	五号教学楼	C	3	4
344	1	8	1	34	五号教学楼	C	3	15
345	1	8	3	34	五号教学楼	C	4	19
346	1	8	3	56	五号教学楼	C	3	4
347	1	8	1	12	五号教学楼	C	3	4
348	1	19	5	34	一号教学楼	E	3	1
349	9	16	4	78	一号教学楼	E	3	3
350	9	16	2	34	一号教学楼	E	3	3
351	9	16	2	12	一号教学楼	E	3	3
352	9	16	4	56	一号教学楼	E	3	3
353	1	8	4	56	一号教学楼	E	3	10
354	1	8	3	34	五号教学楼	C	4	19
355	1	8	1	34	五号教学楼	C	3	15
356	1	8	3	56	五号教学楼	C	3	4
357	1	8	1	12	五号教学楼	C	3	4
358	9	16	4	56	一号教学楼	E	3	3
359	9	16	2	12	一号教学楼	E	3	3
360	1	16	2	78	一号教学楼	C	4	8
361	1	12	2	12	一号教学楼	E	3	5
362	1	8	2	34	五号教学楼	C	3	8
363	1	8	4	12	五号教学楼	C	3	8
364	1	16	3	12	五号教学楼	C	3	1
365	3	18	5	12	五号教学楼	C	3	15
366	9	16	3	34	五号教学楼	C	4	19
367	9	16	1	34	五号教学楼	C	3	15
368	9	16	1	12	五号教学楼	C	3	4
369	9	16	3	56	五号教学楼	C	3	4
370	1	8	4	12	五号教学楼	C	3	8
371	1	8	2	34	五号教学楼	C	3	8
372	1	16	3	12	五号教学楼	C	3	1
373	1	18	2	34	一号教学楼	D	5	4
374	1	18	4	12	一号教学楼	D	5	4
375	1	6	4	34	五号教学楼	C	3	8
376	1	6	2	78	五号教学楼	C	3	8
377	9	16	2	34	五号教学楼	C	3	8
378	9	16	4	12	五号教学楼	C	3	8
379	1	16	1	56	四号教学楼	A	6	3
380	1	16	5	12	五号教学楼	C	3	24
381	9	16	2	34	五号教学楼	C	3	8
382	9	16	4	12	五号教学楼	C	3	8
383	1	12	5	34	五号教学楼	C	3	23
384	4	14	1	78	一号教学楼	D	3	2
385	4	14	3	34	一号教学楼	D	3	2
386	1	8	4	56	一号教学楼	E	3	3
387	1	8	2	12	一号教学楼	E	3	3
388	1	16	3	34	五号教学楼	C	3	1
389	1	8	4	78	五号教学楼	C	4	27
390	1	16	3	34	五号教学楼	C	3	1
391	1	8	4	56	一号教学楼	E	3	10
392	9	16	4	78	一号教学楼	E	3	3
393	9	16	2	34	一号教学楼	E	3	3
394	1	13	1	56	一号教学楼	D	5	4
395	1	19	3	78	一号教学楼	D	4	1
396	1	8	4	34	一号教学楼	D	2	6
397	1	8	2	12	一号教学楼	D	2	6
398	1	14	1	34	一号教学楼	D	4	2
399	1	14	3	78	一号教学楼	D	4	2
400	1	16	5	34	五号教学楼	C	5	9
401	1	10	5	12	一号教学楼	C	5	2
402	1	10	2	56	一号教学楼	C	5	2
403	3	18	2	12	一号教学楼	C	4	3
404	3	18	5	34	一号教学楼	C	4	5
405	3	18	4	12	一号教学楼	C	4	1
406	3	18	2	34	四号教学楼	B	5	1
407	1	16	2	12	一号教学楼	C	3	6
408	1	16	4	34	一号教学楼	C	3	6
409	1	16	1	34	一号教学楼	D	4	1
410	3	18	1	12	一号教学楼	D	4	1
411	1	12	4	56	一号教学楼	D	4	1
412	3	18	1	12	一号教学楼	D	4	1
413	1	19	1	34	一号教学楼	D	4	2
414	1	16	1	12	一号教学楼	D	4	2
415	1	12	4	78	一号教学楼	C	3	3
416	1	12	3	56	一号教学楼	D	5	1
417	1	12	3	78	一号教学楼	C	4	4
418	1	12	1	12	一号教学楼	E	2	10
419	1	14	1	34	一号教学楼	D	4	2
420	1	14	3	78	一号教学楼	D	4	2
421	1	18	5	34	一号教学楼	D	3	3
422	1	18	1	56	一号教学楼	D	4	1
423	1	17	1	78	一号教学楼	C	3	6
424	1	17	4	56	一号教学楼	C	3	5
425	1	2	5	56	一号教学楼	D	3	3
426	3	4	5	56	一号教学楼	B	1	5
427	3	10	3	56	一号教学楼	E	2	2
428	3	10	1	78	三号教学楼	NULL	1	1
429	1	11	2	56	四号教学楼	A	5	1
430	1	11	4	78	四号教学楼	A	5	1
431	1	16	2	78	五号教学楼	C	4	23
432	1	16	4	78	一号教学楼	D	2	7
433	2	18	4	56	一号教学楼	DE	3	0
434	6	15	4	910	一号教学楼	BC	2	0
435	1	12	5	12	一号教学楼	C	3	6
436	1	12	2	56	一号教学楼	C	3	6
437	1	11	4	78	一号教学楼	E	2	6
438	1	11	2	34	一号教学楼	E	2	6
439	1	17	3	78	一号教学楼	BC	3	0
440	6	15	5	910	一号教学楼	C	3	6
441	1	12	5	12	一号教学楼	C	3	6
442	1	12	2	56	一号教学楼	C	3	6
443	1	14	2	56	一号教学楼	C	5	4
444	1	14	5	12	一号教学楼	E	3	3
445	3	10	1	78	三号教学楼	NULL	1	1
446	1	12	4	78	一号教学楼	E	3	6
447	1	12	2	34	一号教学楼	E	3	6
448	1	12	3	34	四号教学楼	B	6	4
449	1	12	1	56	四号教学楼	B	6	4
450	1	11	3	12	四号教学楼	A	5	1
451	1	11	5	34	四号教学楼	A	5	3
452	13	19	3	34	一号教学楼	D	3	3
453	13	19	2	34	四号教学楼	A	5	3
454	13	19	4	12	四号教学楼	A	5	2
455	1	12	5	56	一号教学楼	E	3	5
456	1	12	2	56	四号教学楼	B	6	4
457	1	12	3	56	一号教学楼	E	2	5
458	1	12	1	34	一号教学楼	E	3	5
459	1	10	4	56	五号教学楼	C	5	15
460	1	10	2	34	五号教学楼	C	5	15
461	7	18	1	12	一号教学楼	D	3	2
462	7	18	4	56	一号教学楼	D	3	2
463	6	15	4	910	一号教学楼	BC	2	0
464	3	10	5	12	一号教学楼	E	3	4
465	1	10	4	12	一号教学楼	C	3	3
466	1	10	2	34	一号教学楼	C	3	3
467	1	16	4	56	一号教学楼	E	3	5
468	1	16	2	12	一号教学楼	E	3	6
469	1	14	3	78	四号教学楼	B	6	3
470	1	14	5	34	四号教学楼	B	6	3
471	1	12	3	12	一号教学楼	D	2	4
472	1	12	1	34	一号教学楼	D	2	4
473	11	18	2	12	五号教学楼	C	3	27
474	11	18	4	34	五号教学楼	C	3	27
475	1	8	4	56	五号教学楼	C	3	29
476	1	8	2	12	五号教学楼	C	3	29
477	1	8	2	34	五号教学楼	C	5	3
478	1	8	4	12	五号教学楼	C	5	3
479	1	8	3	34	五号教学楼	C	3	10
480	1	8	1	78	五号教学楼	C	3	10
481	9	18	3	34	一号教学楼	D	3	6
482	9	18	1	78	一号教学楼	D	3	6
483	1	10	2	34	一号教学楼	D	4	3
484	1	10	4	78	一号教学楼	D	4	5
485	1	11	4	78	一号教学楼	E	2	5
486	1	11	2	34	一号教学楼	E	2	5
487	13	18	3	78	一号教学楼	E	3	5
488	13	18	4	34	四号教学楼	B	6	4
489	13	18	1	78	四号教学楼	B	6	3
490	9	18	3	34	一号教学楼	D	3	6
491	9	18	1	78	一号教学楼	D	3	6
492	1	18	5	12	一号教学楼	E	2	8
493	1	18	3	56	一号教学楼	E	3	7
494	1	17	4	56	一号教学楼	DE	3	0
495	3	10	1	12	一号教学楼	E	2	10
496	13	18	1	12	一号教学楼	E	2	1
497	13	18	4	56	一号教学楼	E	2	2
498	13	18	2	34	一号教学楼	E	2	5
499	1	11	1	12	一号教学楼	E	2	1
500	1	11	4	56	一号教学楼	E	2	2
501	1	8	4	56	一号教学楼	E	4	5
502	1	8	1	34	一号教学楼	E	4	5
503	11	18	2	12	一号教学楼	D	4	3
504	11	18	4	34	一号教学楼	D	4	5
505	9	16	1	34	一号教学楼	E	4	5
506	9	16	4	56	一号教学楼	E	4	5
507	3	10	3	78	一号教学楼	E	2	1
508	1	14	4	56	一号教学楼	E	3	4
509	1	14	2	34	一号教学楼	E	3	4
510	9	18	4	12	一号教学楼	C	3	2
511	9	18	2	34	一号教学楼	C	3	2
512	1	16	5	12	一号教学楼	D	4	3
513	1	16	1	12	五号教学楼	C	3	7
514	1	16	4	78	五号教学楼	C	5	15
515	12	19	4	34	五号教学楼	C	5	3
516	12	19	3	12	五号教学楼	C	5	3
517	12	19	2	12	五号教学楼	C	5	3
518	13	19	4	12	一号教学楼	D	3	1
519	13	19	1	56	一号教学楼	D	2	3
520	13	19	2	34	一号教学楼	D	3	1
521	1	11	4	34	四号教学楼	B	6	4
522	1	11	1	78	四号教学楼	B	6	3
523	1	16	2	78	五号教学楼	C	4	23
524	1	16	4	78	一号教学楼	D	2	7
525	1	8	2	34	一号教学楼	C	3	2
526	1	8	4	12	一号教学楼	C	3	2
527	1	8	2	12	五号教学楼	C	3	7
528	1	8	4	34	五号教学楼	C	3	7
529	1	8	5	12	五号教学楼	C	5	15
530	1	8	2	56	五号教学楼	C	5	15
531	1	11	2	12	五号教学楼	C	5	3
532	1	11	4	34	五号教学楼	C	5	3
533	1	12	4	12	一号教学楼	D	3	1
534	1	12	2	34	一号教学楼	D	3	1
535	1	18	3	12	一号教学楼	E	1	7
536	1	18	2	56	一号教学楼	C	3	2
537	1	18	5	34	五号教学楼	C	5	3
538	1	18	2	34	五号教学楼	C	5	3
539	1	16	2	78	五号教学楼	C	4	23
540	1	16	4	78	一号教学楼	D	2	7
541	1	8	4	56	五号教学楼	C	3	29
542	1	8	2	12	五号教学楼	C	3	29
543	1	8	2	34	五号教学楼	C	5	3
544	1	8	4	12	五号教学楼	C	5	3
545	1	8	1	78	五号教学楼	C	3	10
546	1	8	3	34	五号教学楼	C	3	10
547	1	8	1	12	一号教学楼	E	2	1
548	1	8	5	12	一号教学楼	E	2	5
549	1	8	4	78	五号教学楼	C	5	16
550	9	16	2	34	五号教学楼	C	5	15
551	9	16	4	12	五号教学楼	C	5	15
552	1	8	4	12	五号教学楼	C	5	15
553	1	8	2	34	五号教学楼	C	5	15
554	9	16	2	56	五号教学楼	C	3	7
555	9	16	5	34	五号教学楼	C	3	7
556	9	16	2	12	一号教学楼	E	2	5
557	9	16	4	56	一号教学楼	E	2	5
558	1	18	4	56	五号教学楼	C	5	3
559	1	18	5	34	五号教学楼	C	5	3
560	1	14	1	34	一号教学楼	E	3	3
561	1	14	3	12	一号教学楼	D	3	2
562	1	14	5	12	一号教学楼	E	3	8
563	1	14	3	34	一号教学楼	D	3	1
564	1	18	3	12	一号教学楼	D	3	4
565	1	18	1	78	一号教学楼	D	2	6
566	3	10	1	78	三号教学楼	NULL	1	1
567	1	14	5	12	一号教学楼	E	3	6
568	1	14	3	34	一号教学楼	C	3	3
569	1	13	3	12	五号教学楼	C	5	3
570	1	13	1	34	五号教学楼	C	5	3
571	1	12	1	34	一号教学楼	D	4	3
572	1	12	4	78	一号教学楼	D	4	3
573	1	12	5	12	五号教学楼	C	3	7
574	1	12	2	34	五号教学楼	C	3	7
575	1	14	3	34	一号教学楼	D	2	3
576	1	14	1	56	一号教学楼	D	2	3
577	1	14	5	34	四号教学楼	A	6	2
578	1	14	3	12	四号教学楼	A	6	3
579	5	15	2	910	一号教学楼	BC	1	0
580	1	12	2	78	五号教学楼	C	4	19
581	1	12	1	34	一号教学楼	C	4	2
582	13	18	1	34	一号教学楼	D	4	3
583	13	18	4	78	一号教学楼	D	4	3
584	13	18	5	12	五号教学楼	C	3	7
585	13	18	2	34	五号教学楼	C	3	7
586	13	18	2	12	五号教学楼	C	5	15
587	13	18	4	34	五号教学楼	C	5	15
588	1	12	2	12	五号教学楼	C	5	15
589	1	12	4	34	五号教学楼	C	5	15
590	1	12	2	12	一号教学楼	D	3	5
591	1	12	4	34	一号教学楼	D	3	5
592	1	16	3	56	一号教学楼	E	2	6
593	1	16	1	34	一号教学楼	E	2	6
594	1	16	5	12	一号教学楼	C	4	8
595	1	16	2	56	一号教学楼	C	4	8
596	1	16	3	78	一号教学楼	E	2	6
597	1	16	5	56	一号教学楼	E	2	6
598	1	16	4	56	一号教学楼	E	2	3
599	1	16	1	12	一号教学楼	E	2	4
600	1	16	2	34	一号教学楼	D	4	4
601	1	16	4	12	一号教学楼	D	4	4
602	1	14	5	34	五号教学楼	C	5	15
603	1	14	2	78	五号教学楼	C	5	15
604	1	12	1	34	一号教学楼	D	4	3
605	1	12	4	78	一号教学楼	D	4	3
606	1	12	2	34	五号教学楼	C	3	7
607	1	12	5	12	五号教学楼	C	3	7
